Method,"X(mean 100, var 10)","Y(mean 110, var 15)","X(mean = 1, var =2)","Y (mean = 3, var = 1.4)","X(mean = 0.54, var = 0.019)","Y(mean = 0.7, var = 0.016)"
Independent,98.74317467,106.3608275,2.698833588,0.974986356,0.520192729,0.777613252
Independent,101.1541226,109.5546637,1.291396753,4.934667184,0.66318055,0.642239439
Independent,100.3862114,113.4802466,-1.961505913,5.357903332,0.561976932,0.629077658
Independent,95.94838964,108.9503641,1.186229745,4.038455614,0.573421262,0.912014107
Independent,93.88134943,107.8178577,-0.349185201,3.68015583,0.68728153,0.389758973
Independent,100.1119077,113.3939433,2.981519092,4.37042714,0.708486444,0.687810519
Independent,104.7255188,109.5591858,0.159733606,1.438888417,0.667343903,0.796006621
Independent,98.57656117,109.7180555,1.767527808,1.508136948,0.608138904,0.566652932
Independent,102.0710845,110.5173729,1.028753927,3.014345887,0.36382818,0.81805889
Independent,101.5322717,107.6168183,0.065092424,0.670761878,0.500737442,0.751631835
Independent,101.5120686,111.9140123,0.229891319,2.547165675,0.434675313,0.520521485
Independent,98.99767344,109.80269,0.755805935,2.85808638,0.277062564,0.554443212
Independent,99.06946412,101.3067758,0.500939257,1.497468111,0.608911267,0.804036634
Independent,102.5952642,103.6538728,6.062622468,2.903539409,0.373798743,0.787983067
Independent,95.21989408,112.3671246,4.245213839,4.986695673,0.578513885,0.577615246
Independent,98.18247622,107.0266369,-0.934984161,3.432308747,0.528221905,0.925237682
Independent,100.3814491,107.3476494,1.113491254,1.315771439,0.660695676,0.624090504
Independent,100.6971206,108.0119297,1.957539922,1.583479519,0.628864394,0.694160737
Independent,100.2576483,108.0525019,-0.472301739,4.150531476,0.415921797,0.736763864
Independent,98.84778582,110.9824786,-1.104694842,3.049178054,0.378291305,0.620541637
Independent,97.47921297,105.1682339,1.936719284,2.483583116,0.529107032,0.850523186
Independent,99.20427578,114.6284131,-2.011898424,2.795436872,0.355245663,0.908657773
Independent,100.5061135,103.8625441,2.341159182,4.23543346,0.585105986,0.786860949
Independent,103.0842232,110.8474527,1.034304462,3.639133434,0.76632084,0.506574752
Independent,99.16725544,114.6656006,0.516888588,3.256683056,0.746047229,0.80814445
Independent,98.9415403,107.6663758,0.923147355,2.815889001,0.330327074,0.557116961
Independent,100.2454299,108.8126416,1.707214746,1.838799405,0.698061646,0.745152509
Independent,101.4490767,106.3981059,1.317708011,2.518303781,0.630475947,0.707261255
Independent,105.1972218,111.2109213,1.076037383,3.387048588,0.751874182,0.616939845
Independent,101.0799936,110.9494164,2.999095669,3.730661922,0.213634062,0.60444829
Independent,102.6499919,114.5037361,0.63628355,5.068560159,0.577604754,0.672161576
Independent,102.4173481,109.0466592,1.698577649,4.071968473,0.576504754,0.853086068
Independent,104.6994306,113.7863664,2.523289954,1.133503342,0.496894161,0.507367312
Independent,92.89918656,102.4161768,1.215598419,2.168477692,0.473970371,0.658793076
Independent,100.1179565,105.9378283,4.269061415,1.896059671,0.413327027,0.698270933
Independent,99.05529151,106.0538532,2.636524154,2.734905529,0.690768264,0.680527688
Independent,96.68697109,108.783868,3.274646951,5.236857901,0.422121223,0.75075171
Independent,99.65910908,113.9309426,2.46681236,2.124139241,0.44288222,0.709862026
Independent,99.87312575,107.6266249,4.015423124,4.256647957,0.538386102,0.453740443
Independent,102.5113512,110.5690767,-2.06768883,2.516460929,0.464526687,0.803335765
Independent,105.4624924,113.9510086,-0.424874908,3.068471961,0.507305394,0.77880483
Independent,99.04050013,113.2799081,1.294186821,2.440447588,0.660781291,0.728096722
Independent,105.0391813,109.2612235,1.495692671,2.367092618,0.561624969,0.674989438
Independent,101.5864671,106.7651818,0.105628632,4.381981037,0.605068982,0.672702834
Independent,101.7181914,103.0161994,-0.403059086,2.886116972,0.38883664,0.520426494
Independent,95.87319048,110.8565703,1.383108831,1.605373685,0.545635723,0.82803453
Independent,101.2464348,109.6578617,1.197382766,1.801753434,0.550158628,0.578084053
Independent,102.5445043,111.087346,1.512920528,2.745465113,0.432295186,0.750735666
Independent,97.16080899,108.8224772,3.806783002,2.335279724,0.744173178,0.704025754
Independent,102.1375945,110.2765744,1.702731867,2.752743611,0.274359584,0.545967068
Independent,104.8159786,108.1883332,1.487736403,2.26858257,0.555680762,0.753256458
Independent,103.5153401,107.9236576,0.934491145,0.381294817,0.849231738,0.740088291
Independent,100.6460621,105.0794491,-0.228806933,2.856325702,0.484244992,0.815422927
Independent,104.8091323,105.8007911,2.152370094,2.440476657,0.339694808,0.74738567
Independent,102.1238661,108.6928406,-0.761852923,3.507324189,0.576368935,0.905518066
Independent,103.6084099,112.8944747,1.411012356,3.594930684,0.505806654,0.697811039
Independent,98.38827723,108.0467545,0.211094638,4.165395642,0.342238123,0.696284785
Independent,97.27815843,119.2327565,-1.424833657,2.096597575,0.460574482,0.623993114
Independent,99.75035424,105.5816373,0.134282315,1.624836494,0.575459334,0.618503991
Independent,100.6028592,106.5911533,2.98993789,2.442168996,0.555925593,0.576985591
Independent,97.73383472,110.9798619,0.135223934,3.980277528,0.722983708,0.711953816
Independent,99.95923734,110.4620461,0.57982763,1.858151184,0.696718824,0.464071232
Independent,99.64534505,120.4340292,-0.54284726,4.26330045,0.687142446,0.699678628
Independent,95.3486146,109.1062954,2.264028687,4.927600502,0.613539185,0.617590633
Independent,102.8718877,108.7223437,-0.045190746,4.032694094,0.456813771,0.889755953
Independent,105.8539486,114.2017345,2.501991174,3.177842633,0.467992851,0.585754234
Independent,96.98238969,101.9674092,1.164701337,1.691234394,0.582531144,0.488695007
Independent,96.8508647,101.8964458,0.406436681,5.002099972,0.839054703,0.851510978
Independent,103.0254034,106.4438908,1.28984192,2.70819786,0.435768302,0.80180644
Independent,102.6763878,111.909741,1.006731251,4.065018706,0.399848253,0.514954133
Independent,96.24651635,112.9052037,-0.467496647,3.632972491,0.717301396,0.58869298
Independent,95.59435124,103.2294202,-0.139715251,3.558772386,0.777609438,0.71479164
Independent,98.59003166,108.3225504,3.21526224,3.841996646,0.40080048,0.759257403
Independent,95.75396594,110.3807924,2.590276991,2.86711535,0.693249379,0.720819494
Independent,98.92787728,110.864811,2.120612705,2.670664599,0.498245332,0.639499978
Independent,107.1574625,108.2855772,1.644283683,1.946349006,0.404461951,0.522694478
Independent,97.94139325,118.750181,0.256679876,3.639872879,0.647299724,0.745090505
Independent,98.68088108,112.7265632,-0.321545781,2.152627097,0.810980607,0.654208373
Independent,102.4422239,106.6134432,0.591669589,0.998891058,0.51568566,0.669628736
Independent,96.76140311,116.7157384,-0.939978014,3.417561215,0.264086694,0.901106907
Independent,101.9942316,115.8801053,0.046424159,1.6560111,0.363331645,0.668953215
Independent,98.49274764,106.4473585,-1.624474398,2.509171865,0.361573773,0.803700181
Independent,91.29136067,114.8159575,1.792630532,1.774090903,0.582907584,0.737247692
Independent,98.83172952,104.3079758,0.186465038,3.192278783,0.353296575,0.895418775
Independent,96.40293006,114.8643999,1.411335693,2.441088004,0.858751859,0.685625457
Independent,91.23245976,104.1094436,-1.516683745,3.653269179,0.391048446,0.58745274
Independent,99.36098303,110.0056875,0.54559385,1.978415105,0.56279904,0.705686305
Independent,99.74491136,108.5172175,0.554262694,3.560211054,0.479447018,0.68185365
Independent,97.81351075,113.8837162,3.107447975,0.086274664,0.599481773,0.671110628
Independent,102.6819079,107.3896022,-2.512849851,3.946246694,0.556596344,0.734340129
Independent,97.36104172,112.0733352,1.060686394,2.38791496,0.561737601,0.955448649
Independent,100.1167389,110.1585463,1.474440395,2.491632613,0.565245722,0.786782645
Independent,107.4023803,105.3512158,1.700456123,2.616051997,0.484237666,0.852635029
Independent,94.92582548,117.7030693,1.321949475,3.928907702,0.423302348,0.663063615
Independent,97.93502636,108.8157419,2.218641949,4.0170386,0.414514036,0.833634974
Independent,109.2544466,109.692611,1.802619313,3.400370483,0.499206615,0.584656037
Independent,102.6460514,112.0715066,1.871011282,3.895268889,0.665728714,0.877652062
Independent,103.8866586,104.8390487,1.319206405,3.191854613,0.475725215,0.867200228
Independent,97.91852454,109.0217426,1.5927445,2.068028426,0.522273477,0.645027112
Independent,101.679582,115.3492543,-2.469944222,4.703076658,0.386622371,0.636090933
Independent,102.1692136,114.5160728,-1.140230804,2.213799994,0.605034824,0.778664182
Independent,99.9452276,113.2426394,-0.20900908,3.475764644,0.453875819,0.827176059
Independent,96.95171798,111.8435279,1.37172688,2.148243021,0.5711356,0.788236156
Independent,103.5004016,109.4323057,0.654839544,3.0069136,0.327034421,0.536616763
Independent,99.08666423,106.9528497,-1.23016306,3.208148476,0.503543459,0.724163785
Independent,97.77659081,114.6018186,-0.936849808,3.974721554,0.339030749,0.649476889
Independent,98.85327113,112.7454648,-0.202136555,3.237176991,0.723029346,0.821899464
Independent,100.3370692,109.4816512,0.299194479,1.642324917,0.48207256,0.622900066
Independent,99.08343787,114.6474942,-1.715956273,1.902809912,0.428784694,0.606947118
Independent,99.67651491,109.3436645,0.930596496,1.800492099,0.556563572,0.833045824
Independent,103.24666,111.5118288,0.181583079,4.55785231,0.580472639,0.733569452
Independent,98.28982363,107.6339018,-0.630817816,3.127260488,0.556617704,0.600999286
Independent,101.1136128,105.3058708,0.749253921,3.293318255,0.637043896,0.465383515
Independent,96.69989836,105.7212306,2.897424876,2.995060695,0.660151014,0.698967858
Independent,96.0781682,114.6330724,1.571381029,3.461828883,0.529021165,0.78106052
Independent,99.48649642,111.5095182,-0.062546259,4.806144019,0.701052697,0.891130924
Independent,99.77783403,108.4660739,-0.083195543,4.106739061,0.446815872,0.825033371
Independent,105.2245058,108.9215111,2.379168463,1.326006816,0.643577656,0.773945246
Independent,104.5091016,105.5522713,-1.445176498,3.050533632,0.73136385,0.719700374
Independent,100.6676451,109.254458,-0.00206951,5.467844018,0.63124759,0.881024687
Independent,98.95135809,107.4821064,0.13807115,4.060131074,0.533415833,0.646440728
Independent,101.3460878,107.6725469,1.589403614,3.078408899,0.521533166,0.754889552
Independent,100.4425093,109.4130102,0.440048492,5.073315018,0.498860533,0.824745983
Independent,98.033348,105.9976168,0.471999723,1.558654977,0.334761853,0.760150406
Independent,105.5267273,113.3173904,-0.496078965,-0.323438757,0.40371968,0.775349886
Independent,98.69344038,114.4432489,-0.220100064,3.793257198,0.656754134,0.807370465
Independent,100.6297572,109.8418933,1.192176958,-0.39231499,0.623823878,0.855705029
Independent,101.1528268,115.7703779,-2.802629157,2.708476683,0.4241637,0.767955103
Independent,99.11772979,110.5278772,0.10493814,1.244210532,0.488191517,0.744490438
Independent,98.40904348,108.0883361,3.422532609,1.504605582,0.634593344,0.805406949
Independent,98.54783095,112.0063141,2.497100496,3.566471324,0.222278621,0.707739429
Independent,98.16902388,108.7016702,0.842946555,3.246563603,0.670756964,0.762682863
Independent,106.4682538,115.8151528,-0.549864961,1.85097001,0.490290152,0.723861579
Independent,102.1167096,107.2952531,1.23094916,2.565929108,0.768110355,0.680305302
Independent,101.7551989,110.7584222,3.035062853,5.645331288,0.33206461,0.792511068
Independent,98.08615528,113.3136564,3.680798283,2.390524909,0.667057271,0.732031335
Independent,104.1813459,112.8952732,0.167726086,3.919381279,0.51751911,0.826804111
Independent,100.5745316,112.4638466,1.647527352,3.101819981,0.392676176,0.880312918
Independent,94.36742637,113.7018165,1.270702611,4.278958383,0.392728715,0.732260465
Independent,100.3902934,117.2654965,0.04027957,3.759470935,0.458166995,0.685305247
Independent,99.74427536,112.3626938,-0.715912158,1.985158503,0.585649422,0.652847138
Independent,95.6352797,114.9034199,1.115992551,4.011210025,0.303506157,0.94557238
Independent,101.7230307,116.43294,1.651143905,3.462598501,0.264488622,0.809416103
Independent,103.9838513,108.7152924,1.445262432,4.217476597,0.721331966,0.710657635
Independent,102.5085736,106.9624893,1.799743238,3.811461248,0.699848985,0.659523817
Independent,96.10114184,113.561463,2.254532322,3.401128897,0.433740664,0.726104767
Independent,101.7290013,111.4041175,2.119839702,4.474015229,0.313587372,0.610694283
Independent,96.62518251,110.1675982,-0.48577375,3.812122346,0.320643749,0.683559112
Independent,100.8208979,117.5941772,1.085093522,3.322068496,0.742746142,0.78257402
Independent,103.7150154,113.6796213,-1.378853962,4.761864817,0.569137946,0.594472117
Independent,100.0830426,111.2283451,0.946596387,4.362064331,0.636014164,0.750148677
Independent,101.4543604,107.1312255,2.994643244,2.709683876,0.47193735,0.763126807
Independent,101.9910909,107.1530305,1.407586299,1.953589108,0.61106917,0.584486969
Independent,93.25771472,107.9704322,3.615683961,1.60278762,0.684134545,0.591490225
Independent,96.10442155,109.4748879,0.003350719,3.456929374,0.477736048,0.695015352
Independent,91.65433491,105.7552766,1.752110182,2.5852752,0.385488791,0.559168507
Independent,102.0749614,117.5467859,-0.067336781,3.360324531,0.584612559,0.697984353
Independent,94.27575935,109.3245128,2.739073388,4.671785844,0.372157184,0.407973277
Independent,101.2310518,108.6750895,1.237417261,3.921932234,0.458217105,0.804201084
Independent,99.8257292,109.8392529,-1.176914822,2.32361156,0.569683637,0.651785524
Independent,93.86115244,116.4192063,0.373842932,3.545251233,0.334626116,0.652855876
Independent,96.15238487,108.3215999,1.923588079,4.10692028,0.42993646,0.760530037
Independent,101.2199399,113.6437152,-0.455773613,1.817503957,0.410170245,0.630155663
Independent,100.7184757,109.7667029,1.903633345,1.967564794,0.550920534,0.702784611
Independent,98.6781949,109.5712266,0.409858505,2.54731572,0.492678284,0.702609463
Independent,104.2178362,104.8190561,0.076593375,1.428525044,0.586521118,0.640668518
Independent,101.3845776,111.6515696,1.546333513,3.653210345,0.582648582,0.610251381
Independent,100.1488091,105.3212966,2.222295829,2.760147597,0.495358196,0.738511644
Independent,95.42455952,104.1785056,1.511631074,2.600983291,0.637175164,0.698033847
Independent,102.2956359,115.0783613,-0.531806375,3.715712332,0.6917633,0.696374075
Independent,99.21386794,109.0922873,-1.030331318,2.458680769,0.332692976,0.663046759
Independent,106.9360769,109.9400079,2.630591071,3.87632539,0.600636684,0.70307477
Independent,101.55991,103.8801425,0.219001032,1.865646906,0.370909281,0.856142642
Independent,98.30399191,103.1455285,-2.53283991,0.085470278,0.512265632,0.809092766
Independent,103.1484685,113.1484536,3.069809352,2.510676432,0.732936921,0.771945888
Independent,94.4126609,108.6210519,1.091156752,3.347089235,0.380918495,0.772317754
Independent,101.0184219,113.2338736,1.805913474,1.460204868,0.491150016,0.578416978
Independent,101.6215735,112.8968358,0.683814025,4.096598893,0.552218959,0.607477117
Independent,96.66923236,115.3380404,1.782006916,2.033054565,0.285317289,0.794051459
Independent,103.9592515,112.6908573,1.022083661,2.13796338,0.648336116,0.637883668
Independent,99.37623159,112.4082453,-0.537441313,4.898240696,0.372775144,0.863866401
Independent,98.04907933,107.1766931,3.40449457,5.177788924,0.664813901,0.772531056
Independent,102.7135484,107.4474546,2.905121834,-0.527921188,0.754082629,0.63166907
Independent,100.221656,109.1364284,2.761143463,2.337286149,0.559738256,0.659557134
Independent,103.8413532,111.4243513,0.014725264,4.570973803,0.773852959,0.738099224
Independent,101.4005687,103.4063497,0.907217239,5.655250247,0.496084373,0.552711639
Independent,102.8427565,108.3542703,1.594091094,2.720056091,0.461175571,0.889507277
Independent,101.9867757,103.7947555,1.361924984,2.177942794,0.607946112,0.770909503
Independent,101.5036597,110.1417143,1.256312187,3.025149682,0.584526546,0.692634888
Independent,98.06265032,115.1595137,0.0901961,1.867055262,0.36401866,0.782599584
Independent,94.31405398,107.8738402,2.189586576,4.177128392,0.63707664,0.650715112
Independent,96.26074347,112.7579198,1.97279946,3.845137103,0.606979426,0.665644207
Independent,100.6001432,111.1332381,0.764933177,2.29400624,0.428478395,0.73868023
Independent,100.8983273,106.1610274,3.273844652,4.569424536,0.477371414,0.866493137
Independent,106.9489392,111.6919305,-0.730342021,5.591147207,0.56907875,0.895694941
Independent,98.95954754,107.1735496,0.447864715,2.702731924,0.469522751,0.814284002
Independent,100.6620308,103.377887,2.414345166,3.050340494,0.669873671,0.669689843
Independent,99.91943805,107.3301489,0.680783422,0.209487755,0.3700784,0.564822065
Independent,104.4218146,106.4845132,2.681487541,4.381872471,0.607845112,0.781664891
Independent,93.53285523,111.2972708,1.539885242,2.404332994,0.35310851,0.613342359
Independent,106.5339534,114.3924865,-0.861746903,2.570568884,0.712850924,0.533425479
Independent,96.30591522,106.7725572,0.492988017,2.871641804,0.684440807,0.924617771
Independent,98.07029562,116.6965663,5.133649705,3.527708047,0.535879134,0.776562544
Independent,97.94183186,109.4190867,-1.617910862,5.879821998,0.604514205,0.7443744
Independent,102.3300604,108.4915707,2.38545055,2.251608011,0.734112017,0.483880764
Independent,100.9206887,105.3417005,0.211427845,3.088130833,0.855060802,0.603147713
Independent,100.0494805,98.9926599,0.481882138,2.830580162,0.326754894,0.608024047
Independent,94.71205198,111.0545861,1.450861143,3.992023331,0.643704247,0.730454905
Independent,98.22140704,109.6083132,-0.955073418,2.894016762,0.584171624,0.892149361
Independent,96.88620632,108.7849942,2.610288623,3.041069292,0.498751517,0.782968751
Independent,103.0954061,115.8468106,2.874303015,2.20910931,0.642550437,0.688245996
Independent,99.65983681,107.3305225,0.752308768,1.871788189,0.607087837,0.64769437
Independent,98.55617905,107.8995966,0.627574641,2.408530618,0.620665662,0.752256984
Independent,104.7824665,110.2995551,-1.148032674,2.316799552,0.323261309,0.620760841
Independent,97.1929855,110.4108471,0.028774069,3.382405139,0.534890271,0.449534277
Independent,101.66305,101.8606821,0.523065765,4.264660666,0.760550077,0.755369698
Independent,98.29895247,113.1519363,1.566469671,3.658950572,0.257618928,0.782535514
Independent,105.8832724,107.1457906,2.472902302,3.17843792,0.710315803,0.736163577
Independent,104.2650671,103.5685692,2.258071624,2.660424973,0.699069901,0.563841529
Independent,94.98696607,107.9916742,2.162627015,2.255419119,0.383540133,0.687778303
Independent,97.41204263,108.8723607,-2.603936934,4.023051661,0.632575879,0.526255429
Independent,99.86803672,109.4281013,0.889337823,1.206207386,0.585250002,0.624887106
Independent,100.313216,116.025062,-3.060598915,1.86102207,0.559202708,0.690686751
Independent,101.7113774,113.3360938,2.569910263,3.334605555,0.537060185,0.950042753
Independent,97.9564192,109.976046,2.049904273,2.432545676,0.582001201,0.738059299
Independent,95.1203204,114.8548974,0.285524497,3.572389932,0.275306009,0.769098436
Independent,100.439219,102.4664761,0.709761228,3.268859833,0.66245868,0.648498781
Independent,95.518482,113.2644601,-3.131972601,3.86418885,0.613718589,0.928539926
Independent,99.82438048,107.8856101,2.559217132,1.472715502,0.759437586,0.803580967
Independent,102.9756963,105.9613719,-0.331336705,4.48692189,0.666005822,0.389747373
Independent,95.83688479,107.5245956,0.975532175,6.13938339,0.464353697,0.887924052
Independent,97.89790102,113.8633755,2.904747074,4.750980903,0.570063887,0.843463206
Independent,100.7370151,104.1129025,1.087852953,3.346455446,0.604486866,0.826424637
Independent,105.793216,102.6264994,2.69030137,2.874420425,0.684663726,0.771315746
Independent,103.4883514,107.5287651,1.208924115,1.453399348,0.556336824,0.681772098
Independent,101.4985067,120.6352165,-1.002373075,3.545211013,0.512283267,0.813068813
Independent,94.72214201,116.8860441,-0.060102076,4.366264109,0.59496902,0.880409286
Independent,98.09828907,110.2840025,1.869957715,1.377194305,0.690462735,0.736761592
Independent,96.33727002,113.5008449,1.230396567,2.44072294,0.286370127,0.722658304
Independent,101.5139459,117.0465901,0.268293412,3.211971424,0.596314738,0.730857155
Independent,96.88938185,105.4148692,0.767178781,2.812188917,0.739572586,0.734437109
Independent,105.6333661,110.9415102,0.589364204,5.94442326,0.733423149,0.576640506
Independent,99.03033662,116.742115,3.061520724,2.878558701,0.669978583,0.633619244
Independent,97.52737917,111.1153562,1.924805477,2.906367143,0.734668017,0.671833251
Independent,96.49995444,105.225914,2.631762983,3.100278223,0.426464651,0.447502168
Independent,100.0448919,112.7173215,0.629774083,3.341180719,0.595131461,0.460819367
Independent,95.65741382,101.8748878,0.517064223,2.967642364,0.483051813,0.751989486
Independent,98.55279974,111.130912,1.516260852,3.742999143,0.645297535,0.796136793
Independent,94.47262355,106.8698362,0.107942245,3.865124978,0.400988475,0.777105332
Independent,109.1218266,105.8554535,-1.662337817,2.95196359,0.653609416,0.501563803
Independent,97.35601761,110.3187766,1.410681112,2.779685549,0.448229727,0.864232377
Independent,107.9849564,106.8029342,1.502733458,3.233374769,0.596070485,0.699543053
Independent,97.66902986,119.4652754,2.485091635,2.872692987,0.604272628,0.773806931
Independent,103.5016743,109.3100422,3.008631069,1.651925967,0.39272561,0.797922331
Independent,102.6300419,109.8946164,2.001103078,3.605111306,0.740252516,0.680790733
Independent,103.5101898,111.4985487,2.726931122,3.59421257,0.524470252,0.787669204
Independent,100.580505,113.2423975,1.931964447,3.219161018,0.508389676,0.616337992
Independent,99.61350418,109.7229668,-0.362375758,3.474062166,0.332919868,0.599948056
Independent,97.73037579,107.2184331,3.628579566,2.499040077,0.572807646,0.823331048
Independent,97.86912527,113.6361228,-0.100975199,1.966250369,0.643060508,0.798423588
Independent,101.1397677,109.1557371,0.778718504,3.579077127,0.701217096,0.892088216
Independent,103.8756516,114.3111896,2.365649735,3.636595796,0.635841778,0.648992149
Independent,100.5780881,103.9731771,2.453657972,3.177393208,0.373663471,0.888741249
Independent,99.47056065,106.6352174,0.897929346,3.774907437,0.523829897,0.787318343
Independent,94.4458432,106.7592294,0.506895949,2.684228343,0.378232473,0.755048302
Independent,97.07977238,99.38148092,1.814720903,3.68441031,0.483212838,0.677204074
Independent,96.50187677,116.2543629,2.344466395,2.131969535,0.53261914,0.619918887
Independent,97.7226936,110.0960665,-0.586667191,4.911365228,0.565004753,0.594283677
Independent,99.6689404,114.4954422,0.55669475,1.900281406,0.693102027,0.926802405
Independent,101.7245388,106.4142076,-0.68898054,3.424925144,0.624247854,0.644821644
Independent,102.5091418,103.73742,1.74813276,4.635286106,0.576953935,0.500705735
Independent,105.4749883,113.7746231,3.183416136,2.937955928,0.488596642,0.754153213
Independent,99.32035376,108.8411614,1.170323651,3.856071645,0.53678249,0.537285316
Independent,97.52268567,107.3590282,-0.932893175,2.135327367,0.484451678,0.745159684
Independent,106.2388681,109.9926963,-0.387942167,2.633827563,0.718110558,0.481916575
Independent,94.77243905,110.6324811,1.498735889,1.615995305,0.561741,0.596464305
Independent,102.4052806,110.4924354,-0.109396156,1.771354884,0.616368843,0.740050233
Independent,100.5394977,111.0562524,-0.270140754,3.917759623,0.737935254,0.842352244
Independent,98.484649,106.2248256,-0.781963239,1.05399459,0.303987969,0.892949925
Independent,100.2571559,106.7257856,4.927100004,2.163939868,0.5999181,0.724217425
Independent,104.8560571,105.4342428,0.691759202,3.413365449,0.480324858,0.523132694
Independent,102.3632748,101.3518014,2.662694279,0.059165952,0.623007244,0.634572375
Independent,103.4773982,110.5437991,1.911349911,4.277469055,0.673270593,0.673576332
Independent,98.80883596,110.4952128,1.170453617,2.85935751,0.600290319,0.656785962
Independent,98.28843629,112.5591379,2.740546519,3.338839982,0.430522233,0.797912281
Independent,103.6796739,114.8872096,2.469945511,2.966365491,0.690374582,0.400348706
Independent,101.4161294,105.5208198,0.780592966,3.124333606,0.577009014,0.558613668
Independent,101.0631793,106.0500649,0.905573182,2.184893164,0.53769256,0.857225927
Independent,100.7503118,103.123594,0.07122788,4.543929535,0.385960412,0.90738604
Independent,98.19864414,114.4314152,3.387966032,3.783491284,0.465199466,0.682224152
Independent,96.63849866,112.4343421,2.545324293,2.473263508,0.347013552,0.588221178
Independent,96.8129847,112.7953823,2.104105245,4.567787987,0.735154543,0.819335366
Independent,100.1915166,114.0250492,1.259316273,2.715705222,0.305047434,0.650861511
Independent,94.72884269,112.6238708,1.086630406,0.94366136,0.553430194,0.73877435
Independent,103.3434148,109.2184232,0.917442606,5.072479663,0.558445887,0.675677562
Independent,100.9958445,115.5028729,1.162115484,4.145933238,0.672737399,0.622931663
Independent,106.9606654,116.3798742,0.721007515,3.60250181,0.611754664,0.738530569
Independent,99.16500036,111.3565131,2.755912662,4.745095687,0.489298509,0.604291351
Independent,102.6505303,106.0425448,0.140833304,2.492944368,0.493202398,0.743837606
Independent,101.7476616,109.5002948,1.307942429,2.25687446,0.70265705,0.661573928
Independent,100.0149045,113.2282434,1.824211939,3.189141582,0.673568562,0.462589597
Independent,101.4346832,111.6519818,3.07228477,0.946299441,0.255489978,0.502761198
Independent,101.7815961,108.4874575,-0.733957548,1.81523666,0.555983754,0.685879565
Independent,98.2716319,121.2969873,2.81909669,3.160997366,0.51822294,0.675277964
Independent,96.77352087,108.2715527,0.780869837,2.369615799,0.441709349,0.816751293
Independent,99.54948653,114.9219484,1.664545101,4.854528718,0.573149455,0.774102645
Independent,103.0710672,112.3672218,3.710986025,1.28238716,0.594435077,0.887280447
Independent,101.9588136,106.5881812,-0.049926423,1.268811525,0.686590619,0.499391375
Independent,98.87677751,103.8071443,-1.028033872,3.853025058,0.545385269,0.74599324
Independent,102.3516082,108.8000637,2.329332758,1.172166807,0.513489217,0.878497197
Independent,98.88081643,114.7428583,1.069926437,3.663682117,0.55350762,0.616397838
Independent,101.5373506,112.657508,0.29558552,3.454800469,0.412310699,0.879619802
Independent,98.52484636,110.1572249,1.785774846,2.291888657,0.69275059,0.803442148
Independent,100.0558331,107.4355292,2.692030432,4.546009542,0.617233941,0.599693094
Independent,102.0900815,107.5890906,-0.147435324,3.943898539,0.678105371,0.841761068
Independent,100.2879337,112.663918,-0.538068681,2.976031473,0.296525531,0.794192009
Independent,100.870223,107.0265172,0.300017827,1.507225918,0.687812096,0.810988726
Independent,100.6847287,110.3064005,1.551194112,1.991063881,0.347751065,0.501580673
Independent,101.3378651,108.0936644,0.188828837,1.790614676,0.516908281,0.819205029
Independent,95.86228038,110.945674,1.42639848,2.082533863,0.609073302,0.71115137
Independent,96.07364717,106.928885,-0.982731262,1.015139635,0.292060787,0.583976665
Independent,97.59676369,110.8634498,2.623321118,2.757545633,0.477514486,0.903241409
Independent,105.7979801,109.8475219,1.408153275,3.103892158,0.393311797,0.535467104
Independent,102.8979338,117.6022693,0.54603709,3.733549096,0.858806641,0.552073348
Independent,99.87132327,110.5996911,-1.323383453,2.903485322,0.636359686,0.672649033
Independent,97.97922813,108.9504208,0.903160794,0.573148509,0.351649189,0.481007265
Independent,95.82749148,111.368333,0.482825811,3.635080973,0.445912091,0.754465607
Independent,105.2304334,107.3203644,-1.342352269,3.814947946,0.313775831,0.770436099
Independent,93.30633437,105.685903,0.030700295,2.180736384,0.774101082,0.838462638
Independent,97.72593962,110.3340555,1.115229909,3.045395868,0.511634029,0.674127264
Independent,102.5301812,108.2981551,0.837873355,3.388768844,0.315220339,0.784498082
Independent,104.1543049,104.6189304,0.972101614,1.190561188,0.5549465,0.89074559
Independent,93.58510541,110.5459546,-0.514922993,4.87408073,0.86200841,0.654003141
Independent,101.1302759,104.6818182,0.050541878,1.380662895,0.606107813,0.37899235
Independent,101.0413884,105.7515765,2.243377286,1.473375141,0.618566742,0.917460614
Independent,102.3535731,107.6152264,0.998359301,0.839134209,0.840518176,0.710704509
Independent,99.74460424,115.9744317,0.684401191,3.853190734,0.373252579,0.781377831
Independent,99.59608756,105.9063402,-0.275805543,3.921344401,0.602425033,0.669734585
Independent,99.29059764,106.2983058,0.521587793,3.214189991,0.664668793,0.500941691
Independent,91.34719546,114.7877593,0.846116419,2.169012503,0.457723394,0.523761775
Independent,105.1552114,109.233225,2.07727064,2.467710262,0.368995578,0.434762623
Independent,104.6221525,112.0778924,0.53055252,3.109209285,0.63569001,0.489295179
Independent,103.3430637,112.8643542,0.528410674,3.823092936,0.699407378,0.796068196
Independent,100.5981452,109.0522293,1.876130826,4.072976069,0.292544435,0.632798818
Independent,99.41601617,108.5690433,-0.949011605,4.496672558,0.489078143,0.527315019
Independent,104.3451191,115.016889,2.518323064,3.281994482,0.351536141,0.572400135
